Customer ID,Quantity,TotalPrice,Invoice,Country,Returned
13305,1232,2000.86,10,United Kingdom,0
13307,4,15,1,United Kingdom,0
13308,840,1367.61,4,United Kingdom,1
13309,1544,1456.79,5,United Kingdom,0
13310,575,1083.63,6,United Kingdom,1
13311,305,598.57,2,United Kingdom,0
13313,851,1555.32,5,United Kingdom,0
13314,484,578.66,4,United Kingdom,1
13316,6947,5815.49,5,United Kingdom,1
13317,1003,2140.07,9,United Kingdom,1
13318,304,640.76,3,United Kingdom,0
13319,4686,10664.34,36,United Kingdom,1
13320,1066,1491.7,6,United Kingdom,1
13321,372,567.36,2,United Kingdom,0
13322,117,199.48,1,United Kingdom,0
13323,175,787.85,5,United Kingdom,0
13324,5200,7072.8,12,United Kingdom,1
13325,240,675.3,1,United Kingdom,0
13327,1588,3617.57,9,United Kingdom,1
13328,680,1308.48,1,United Kingdom,0
13329,427,740.4,4,United Kingdom,1
13330,751,1140.93,3,United Kingdom,0
13332,179,350.9,1,United Kingdom,0
13334,1774,3536.82,3,United Kingdom,0
13336,559,795.12,1,United Kingdom,0
13338,247,431.82,3,United Kingdom,1
13339,326,860.12,1,United Kingdom,0
13340,5770,10736.48,7,United Kingdom,0
13341,301,775.85,1,United Kingdom,0
13343,126,303.93,2,United Kingdom,1
13344,971,2543.72,3,United Kingdom,0
13345,139,377.6,2,United Kingdom,1
13347,205,341.36,1,United Kingdom,0
13348,136,233.76,1,United Kingdom,0
13349,225,247.32,1,United Kingdom,0
13350,284,910.72,3,United Kingdom,1
13351,117,373.94,1,United Kingdom,0
13352,315,389.28,2,United Kingdom,1
13354,604,743.53,1,United Kingdom,0
13355,314,674.7,1,United Kingdom,0
13356,325,768.24,1,United Kingdom,0
13357,322,609.95,1,United Kingdom,0
13358,285,439.03,1,United Kingdom,0
13359,159,431.26,2,United Kingdom,1
13362,1379,3085.49,5,United Kingdom,1
13363,710,992.5,2,United Kingdom,0
13364,0,0,2,United Kingdom,1
13365,1238,2191.22,3,United Kingdom,1
13366,144,56.16,1,United Kingdom,0
13368,327,623.4,2,United Kingdom,0
13369,127,263.75,2,United Kingdom,1
13370,336,721.32,2,United Kingdom,1
13372,159,378.64,1,United Kingdom,0
13373,1651,3312.25,3,United Kingdom,0
13375,441,772.9,2,United Kingdom,1
13376,493,1019.76,3,United Kingdom,0
13379,601,572.56,3,United Kingdom,0
13381,2027,3626.81,7,United Kingdom,1
13382,131,222.99,1,United Kingdom,0
13384,2415,4122.28,9,United Kingdom,1
13385,281,534.57,1,United Kingdom,0
13388,281,627.15,3,United Kingdom,1
13389,429,797.96,3,United Kingdom,0
13390,224,544.08,1,United Kingdom,0
13391,4,59.8,1,United Kingdom,0
13394,2215,2312.8,10,United Kingdom,1
13395,336,307.72,1,United Kingdom,0
13396,592,1325.29,4,United Kingdom,1
13397,429,1539.18,6,United Kingdom,1
13398,281,457.34,1,United Kingdom,0
13402,479,621.23,2,United Kingdom,0
13403,44,75,1,United Kingdom,0
13404,111,252.49,2,United Kingdom,0
13405,165,572.451,3,United Kingdom,0
13408,16119,27487.41,81,United Kingdom,1
13410,513,988.91,7,United Kingdom,1
13411,72,213.55,1,United Kingdom,0
13414,1574,1390.5,3,United Kingdom,0
13416,142,712.5,2,United Kingdom,0
13417,162,640.83,2,United Kingdom,0
13418,3839,5845.44,23,United Kingdom,1
13419,275,221.06,1,United Kingdom,0
13420,88,140.35,4,United Kingdom,1
13421,1180,1848.98,3,United Kingdom,1
13422,1321,2601.55,2,United Kingdom,1
13425,1123,1624.21,3,United Kingdom,0
13426,2224,3550.7,12,United Kingdom,1
13427,545,582.6,3,United Kingdom,0
13428,156,218.47,1,United Kingdom,0
13429,1390,1006.8,4,United Kingdom,0
13430,738,648.69,4,United Kingdom,1
13431,672,1269.1,2,United Kingdom,0
13434,300,534.24,2,United Kingdom,0
13435,2125,3794.49,9,United Kingdom,1
13436,76,196.89,1,United Kingdom,0
13437,1283,3408.06,7,United Kingdom,0
13439,242,283.71,1,United Kingdom,0
13441,204,296.64,1,United Kingdom,0
13447,577,1104.23,4,United Kingdom,1
13448,1638,3465.67,10,United Kingdom,1
13449,222,291.88,1,United Kingdom,0
13450,1982,2043.72,6,United Kingdom,0
13451,2143,2916.45,6,United Kingdom,1
13452,2,590,2,United Kingdom,0
13453,134,356.98,2,United Kingdom,0
13455,345,1007.35,4,United Kingdom,1
13456,756,1737.82,7,United Kingdom,1
13458,5460,9537.92,22,United Kingdom,1
13460,286,183.44,2,United Kingdom,0
13461,1170,1445,3,United Kingdom,0
13462,61,143.25,2,United Kingdom,1
13464,403,674.68,1,United Kingdom,0
13466,258,297.95,2,United Kingdom,1
13467,584,1083.71,2,United Kingdom,0
13468,2581,5656.75,41,United Kingdom,1
13470,100,165,2,United Kingdom,0
13471,1590,2531.58,4,United Kingdom,0
13473,260,417.54,3,United Kingdom,1
13474,132,229.59,1,United Kingdom,0
13475,1012,1431.78,4,United Kingdom,0
13476,414,1092.77,4,United Kingdom,1
13477,1018,1441.53,8,United Kingdom,1
13479,133,291,3,United Kingdom,1
13481,1127,1776.81,8,United Kingdom,1
13482,116,184.64,1,United Kingdom,0
13483,160,140.34,1,United Kingdom,0
13484,44,313.8,1,United Kingdom,0
13485,277,454.24,1,United Kingdom,0
13486,669,1122.41,3,United Kingdom,0
13487,265,575.4,3,United Kingdom,0
13488,4512,8910.61,17,United Kingdom,1
13489,560,449.52,4,United Kingdom,0
13491,903,1215.82,10,United Kingdom,0
13492,408,1269.84,3,Switzerland,0
13493,380,618.63,2,Switzerland,0
13494,162,316.26,1,United Kingdom,0
13495,814,1990.12,6,United Kingdom,1
13496,329,617.93,3,United Kingdom,1
13497,159,321.05,3,United Kingdom,1
13499,1358,1146.96,7,United Kingdom,1
13500,585,1136.77,4,United Kingdom,1
13501,557,1310.47,2,Switzerland,1
13502,264,292,3,United Kingdom,0
13503,248,216.85,1,United Kingdom,0
13504,178,295.93,1,United Kingdom,0
13505,2461,4282.88,8,Switzerland,1
13506,321,452.82,3,United Kingdom,1
13507,1597,2479.16,4,United Kingdom,0
13508,24,110.97,1,United Kingdom,0
13509,1106,979.72,7,United Kingdom,0
13510,1382,1785.16,5,United Kingdom,1
13512,143,251.21,1,United Kingdom,0
13513,109,205.1,1,United Kingdom,0
13514,40,152.2,1,United Kingdom,0
13515,681,891.12,4,United Kingdom,0
13516,985,1389.41,3,United Kingdom,0
13517,1360,2109.07,5,United Kingdom,1
13518,392,659.44,1,United Kingdom,0
13519,22,110.8,2,United Kingdom,1
13520,1642,3487.75,8,Switzerland,1
13521,736,1093.65,3,United Kingdom,0
13522,44,125.8,1,United Kingdom,0
13523,1745,3755.38,6,United Kingdom,1
13524,324,680.18,5,United Kingdom,0
13525,394,628.78,2,United Kingdom,0
13527,1673,2263.76,8,United Kingdom,1
13529,74,307.76,2,United Kingdom,0
13531,174,483.8,2,United Kingdom,0
13532,129,210.31,1,United Kingdom,0
13533,204,270.79,3,United Kingdom,0
13534,2876,5613.08,43,United Kingdom,1
13536,2136,3448.29,7,United Kingdom,0
13538,175,1280.85,7,United Kingdom,0
13539,314,605.84,4,United Kingdom,1
13544,127,291.41,2,United Kingdom,0
13546,359,626.99,3,United Kingdom,0
13548,441,682.41,2,United Kingdom,0
13549,457,916.12,8,United Kingdom,1
13551,12,91.8,1,United Kingdom,0
13552,1386,3539.53,16,United Kingdom,1
13555,2660,4149.28,4,United Kingdom,0
13557,546,584.06,2,United Kingdom,0
13558,344,605.06,4,United Kingdom,0
13560,64,174.37,1,United Kingdom,0
13561,83,141.86,1,United Kingdom,0
13562,757,1799.33,3,United Kingdom,0
13563,209,777.53,2,United Kingdom,0
13564,659,647.74,5,United Kingdom,1
13565,172,240.22,2,United Kingdom,0
13566,575,874.71,2,United Kingdom,0
13568,70,192.85,1,United Kingdom,0
13569,164,373.75,2,United Kingdom,0
13570,161,239.49,1,United Kingdom,0
13571,1759,2092.32,12,United Kingdom,0
13572,534,1384.25,1,United Kingdom,0
13573,303,294.4,2,United Kingdom,0
13575,449,732.07,5,United Kingdom,0
13576,2640,6703.3,20,United Kingdom,1
13577,771,1658.3,5,United Kingdom,1
13579,176,467.04,2,United Kingdom,0
13581,30,118,1,United Kingdom,0
13583,725,781.03,1,United Kingdom,0
13584,37,142.4,1,United Kingdom,0
13587,160,347,3,United Kingdom,1
13588,2573,2445.12,13,United Kingdom,1
13589,114,379.65,2,United Kingdom,0
13590,1846,1976.12,7,United Kingdom,1
13591,485,1117.13,3,United Kingdom,0
13592,84,247.96,4,United Kingdom,0
13593,707,1990.28,6,United Kingdom,1
13594,359,396.97,1,United Kingdom,0
13596,406,697.04,2,United Kingdom,0
13598,57,167.42,2,United Kingdom,1
13599,3169,5030.6,33,United Kingdom,1
13600,324,219.52,1,United Kingdom,0
13601,548,693.32,2,United Kingdom,0
13602,267,428.89,1,United Kingdom,0
13603,164,164.34,1,United Kingdom,0
13606,279,280.54,3,United Kingdom,0
13607,290,678.01,1,United Kingdom,0
13610,514,1115.43,9,United Kingdom,1
13611,762,1158.2,4,United Kingdom,1
13614,570,1610.46,4,United Kingdom,0
13615,183,399.99,2,United Kingdom,1
13617,300,544.18,3,United Kingdom,0
13618,246,177.34,1,United Kingdom,0
13621,343,213.85,1,United Kingdom,0
13623,286,672.44,7,United Kingdom,1
13626,209,257.23,1,United Kingdom,0
13627,1266,1624.02,7,United Kingdom,1
13629,4372,7792.36,11,United Kingdom,0
13630,1377,1995.68,11,United Kingdom,1
13631,460,3021.77,12,United Kingdom,1
13632,1036,2117.02,6,United Kingdom,1
13634,704,1575.16,5,United Kingdom,0
13635,677,1071.03,1,United Kingdom,0
13636,586,941.62,6,United Kingdom,1
13637,409,810.5,3,United Kingdom,0
13638,93,122.64,1,United Kingdom,0
13639,800,1033.34,1,United Kingdom,0
13642,173,354.8,1,United Kingdom,0
13643,273,519.44,3,United Kingdom,0
13644,2060,2597.52,5,United Kingdom,1
13645,158,252.1,1,United Kingdom,0
13647,894,1670.22,5,United Kingdom,1
13649,139,346.6,2,United Kingdom,0
13650,918,1809.34,7,United Kingdom,1
13651,33,94.2,2,United Kingdom,0
13652,578,1095.08,3,United Kingdom,0
13654,2182,2707.33,6,United Kingdom,0
13655,605,932.97,2,United Kingdom,0
13656,490,379.65,2,United Kingdom,0
13657,209,382.14,2,United Kingdom,0
13658,1009,2421.47,7,United Kingdom,1
13659,879,1550.85,3,United Kingdom,1
13662,538,879.08,7,United Kingdom,1
13663,91,189.47,1,United Kingdom,0
13666,41,84.65,3,United Kingdom,0
13667,154,305.02,1,United Kingdom,0
13668,3637,6216.07,29,United Kingdom,1
13669,237,218.55,2,United Kingdom,0
13670,282,349.7,1,United Kingdom,0
13672,-1,-71.46,6,United Kingdom,1
13673,119,396.92,2,United Kingdom,0
13675,330,486.82,2,United Kingdom,0
13678,924,232.6,1,United Kingdom,0
13680,1267,2202.31,5,United Kingdom,1
13681,360,827.83,4,United Kingdom,0
13682,10,59.5,1,United Kingdom,0
13684,38,64.23,2,United Kingdom,1
13685,5056,3119.44,7,United Kingdom,0
13686,70,72,1,United Kingdom,0
13689,512,910,1,United Kingdom,0
13690,67,172.25,1,United Kingdom,0
13692,1224,1466.87,5,United Kingdom,1
13693,-6,-32,2,United Kingdom,1
13694,61803,62653.1,60,United Kingdom,1
13695,1603,2504.13,15,United Kingdom,0
13697,177,151.3,1,United Kingdom,0
13699,66,308.58,1,United Kingdom,0
13700,2304,2265.12,10,United Kingdom,0
13703,10,99.5,1,United Kingdom,0
13704,1528,2295.31,10,United Kingdom,1
13705,363,711.86,3,United Kingdom,0
13706,189,330.79,1,United Kingdom,0
13707,351,806.41,2,United Kingdom,0
13708,306,296.88,1,United Kingdom,0
13709,3501,6249.11,17,United Kingdom,1
13710,176,180.48,1,United Kingdom,0
13711,140,252.06,2,United Kingdom,0
13712,352,228.84,1,United Kingdom,0
13715,555,1053.94,8,United Kingdom,1
13716,138,138.28,1,United Kingdom,0
13717,1958,1432.26,7,United Kingdom,1
13718,173,306.55,2,United Kingdom,0
13719,609,1041.68,5,United Kingdom,0
13720,501,799.9,4,United Kingdom,0
13721,316,524.14,1,United Kingdom,0
13722,1400,2369.16,4,United Kingdom,1
13723,43,199.85,1,United Kingdom,0
13725,659,1809.81,11,United Kingdom,1
13726,1054,1079.66,2,United Kingdom,0
13727,162,333.48,2,United Kingdom,0
13728,458,1016.14,6,United Kingdom,0
13730,488,752.6,2,United Kingdom,0
13731,278,610.59,2,United Kingdom,0
13732,498,491.86,1,United Kingdom,0
13735,1083,2766.18,8,United Kingdom,1
13736,493,724,3,United Kingdom,1
13737,125,339.6,1,United Kingdom,0
13739,54,216.9,1,United Kingdom,0
13740,425,350.75,1,United Kingdom,0
13741,217,666.33,4,United Kingdom,1
13742,1116,3102.42,14,United Kingdom,1
13743,1775,1340.15,8,United Kingdom,1
13744,1249,1156.36,2,United Kingdom,0
13745,486,291.54,2,United Kingdom,1
13747,8,79.6,1,United Kingdom,0
13748,439,948.25,5,United Kingdom,0
13750,516,1647.26,5,United Kingdom,0
13751,152,296.25,1,United Kingdom,0
13752,876,1186.28,6,United Kingdom,0
13753,512,741.26,1,United Kingdom,0
13754,214,282.6,2,United Kingdom,0
13755,1241,2154.68,10,United Kingdom,1
13756,3164,5145.12,15,United Kingdom,1
13758,1844,3190.55,7,United Kingdom,0
13759,287,659.41,2,United Kingdom,0
13760,197,286.79,2,United Kingdom,0
13761,642,1070.65,2,United Kingdom,0
13762,0,3.55E-15,2,United Kingdom,1
13763,725,1689.46,3,United Kingdom,1
13764,932,1521.76,3,United Kingdom,0
13767,7258,16945.71,52,United Kingdom,1
13769,1152,2771.87,16,United Kingdom,1
13771,1476,2631.7,5,United Kingdom,1
13772,546,1132.13,3,United Kingdom,0
13774,192,345,1,United Kingdom,0
13777,12804,25748.35,41,United Kingdom,1
13778,70,178.7,1,United Kingdom,0
13780,318,360.01,2,United Kingdom,0
13781,30,127.84,1,United Kingdom,0
13782,371,912,6,United Kingdom,0
13784,2493,2462.79,11,United Kingdom,0
13786,136,230.4,1,United Kingdom,0
13787,337,309.04,2,United Kingdom,0
13790,748,348.8,1,United Kingdom,0
13791,828,1047.68,3,United Kingdom,1
13792,92,195.55,2,United Kingdom,0
13798,23514,36351.42,63,United Kingdom,1
13799,402,688.86,2,United Kingdom,0
13800,331,558.32,1,United Kingdom,0
13801,168,324.8,1,United Kingdom,0
13802,2281,3906.27,6,United Kingdom,1
13803,121,277.07,1,United Kingdom,0
13804,1498,2635.79,7,United Kingdom,0
13805,1900,924.6,2,United Kingdom,0
13806,56,256.38,1,United Kingdom,0
13807,36,112.6,1,United Kingdom,0
13808,782,1747.66,5,United Kingdom,0
13809,29,155.05,1,Cyprus,0
13810,311,899.51,4,Germany,1
13811,67,591.75,4,Germany,1
13812,333,539,3,Germany,0
13813,550,1353.41,5,Germany,1
13814,862,1562.12,3,Germany,1
13815,2557,4014.91,5,Germany,1
13816,260,555.04,4,Germany,1
13817,211,382.98,2,Germany,0
13819,1109,1140.35,3,United Kingdom,0
13821,153,385.64,2,United Kingdom,0
13822,611,632,2,United Kingdom,0
13823,439,957.66,2,United Kingdom,0
13824,768,1698.94,5,United Kingdom,0
13826,80,174.65,2,United Kingdom,1
13827,141,412.05,3,United Kingdom,0
13828,311,209.49,1,United Kingdom,0
13829,-12,-102,1,United Kingdom,1
13831,745,2202.99,6,United Kingdom,0
13832,25,40.95,2,United Kingdom,1
13833,118,384.8,1,United Kingdom,0
13835,442,834.57,4,United Kingdom,0
13837,183,271.24,2,United Kingdom,0
13838,263,691.73,4,United Kingdom,0
13841,100,85,1,United Kingdom,0
13842,1768,3385.62,9,United Kingdom,0
13844,196,361.62,1,United Kingdom,0
13845,182,312.98,1,United Kingdom,0
13846,383,847.61,4,United Kingdom,1
13848,3700,1255,3,United Kingdom,0
13849,1016,1537.95,2,United Kingdom,0
13850,941,1586.81,2,United Kingdom,1
13851,1705,2651.46,3,United Kingdom,0
13853,304,1056.94,2,United Kingdom,1
13854,2278,8025.02,29,United Kingdom,1
13856,484,363.4,5,United Kingdom,1
13858,75,216.17,1,United Kingdom,0
13859,129,201.16,1,United Kingdom,0
13860,589,1240,6,United Kingdom,1
13862,1682,2187.31,10,United Kingdom,1
13863,219,299.56,2,United Kingdom,1
13865,204,501.56,4,United Kingdom,0
13866,57,145.67,1,United Kingdom,0
13867,513,1015.29,3,United Kingdom,0
13868,1964,3192.54,2,United Kingdom,0
13869,1721,3104.95,4,United Kingdom,0
13870,1320,2751.25,10,United Kingdom,1
13871,2801,6389.8,14,United Kingdom,1
13873,138,381.7,4,United Kingdom,1
13874,180,540.45,1,United Kingdom,0
13875,1316,1786.79,5,United Kingdom,0
13876,36,122.7,1,United Kingdom,0
13877,108,117.24,1,United Kingdom,0
13878,475,1281.53,1,United Kingdom,0
13880,1842,3219.77,13,United Kingdom,0
13881,10062,16989.52,22,United Kingdom,1
13882,950,1131.28,6,United Kingdom,1
13883,1368,2538.75,9,United Kingdom,1
13884,297,781.3,6,United Kingdom,1
13885,182,506.8,2,United Kingdom,0
13886,126,243.56,1,United Kingdom,0
13887,147,349.55,1,United Kingdom,0
13888,258,605.63,2,United Kingdom,0
13889,146,416.9,1,United Kingdom,0
13890,826,1860.86,14,United Kingdom,1
13892,983,632.97,4,United Kingdom,0
13893,190,821.1,1,United Kingdom,0
13894,339,535.97,5,United Kingdom,1
13895,1364,2588.12,5,United Kingdom,1
13897,200,311.16,1,United Kingdom,0
13898,133,155.93,1,United Kingdom,0
13899,156,388.52,2,United Kingdom,0
13900,430,740.95,3,United Kingdom,0
13901,1739,2867.2,5,United Kingdom,0
13904,332,332.64,2,United Kingdom,0
13908,1470,2347.05,5,United Kingdom,1
13911,2731,2580.91,9,United Kingdom,0
13914,379,613.95,3,United Kingdom,1
13917,228,272.04,2,United Kingdom,0
13918,1140,1212.84,2,United Kingdom,0
13919,437,350.16,3,Denmark,1
13922,93,172.25,1,United Kingdom,0
13923,185,351.13,1,United Kingdom,0
13924,1532,1682.08,11,United Kingdom,1
13925,327,616.65,6,United Kingdom,1
13926,104,223.85,1,United Kingdom,0
13927,214,348.99,1,United Kingdom,0
13928,129,464.57,4,United Kingdom,0
13929,139,802.85,3,United Kingdom,1
13930,274,337.34,2,United Kingdom,0
13931,721,1230.93,3,United Kingdom,1
13932,72,307.4,1,United Kingdom,0
13933,205,608.79,2,United Kingdom,0
13934,390,922.1,1,United Kingdom,0
13936,324,361.28,2,United Kingdom,1
13937,123,158.85,1,United Kingdom,0
13938,70,71.66,1,United Kingdom,0
13939,843,556.75,4,United Kingdom,1
13940,516,839.14,4,United Kingdom,0
13941,2307,4912.41,7,United Kingdom,1
13946,443,561.57,3,United Kingdom,0
13947,44,90.6,1,United Kingdom,0
13948,40,102,1,United Kingdom,0
13949,2474,2427.32,6,United Kingdom,0
13950,321,728.56,5,United Kingdom,1
13951,459,674.45,3,United Kingdom,0
13952,1425,3246.091,3,United Kingdom,1
13953,2724,3515.68,7,United Kingdom,0
13954,141,378.59,3,United Kingdom,1
13955,154,322.96,2,United Kingdom,0
13956,491,1026.42,5,United Kingdom,0
13958,-23,-102.45,1,United Kingdom,1
13959,357,598.2,3,United Kingdom,0
13960,142,230.22,2,United Kingdom,0
13962,87,169.55,2,United Kingdom,0
13963,460,664.54,4,United Kingdom,0
13967,42,80.7,1,United Kingdom,0
13969,4483,8986.69,20,United Kingdom,1
13971,1818,2702.22,11,United Kingdom,1
13972,187,190.25,2,United Kingdom,0
13973,109,264.7,1,United Kingdom,0
13974,249,413.59,1,United Kingdom,0
13975,1725,2503.23,7,United Kingdom,1
13976,154,357.98,1,United Kingdom,0
13978,315,196.79,2,United Kingdom,0
13979,639,869.87,1,United Kingdom,0
13980,172,200.14,1,United Kingdom,0
13982,1132,1861.11,5,United Kingdom,1
13983,1170,2590.46,13,United Kingdom,1
13984,271,488.03,6,United Kingdom,1
13985,3439,7024.53,16,United Kingdom,1
13986,430,320.46,1,United Kingdom,0
13988,3025,4098.8,9,United Kingdom,1
13989,1313,1266.08,2,United Kingdom,0
13990,190,311.3,1,United Kingdom,0
13991,996,850.63,7,United Kingdom,1
13992,64,76.8,1,United Kingdom,0
13993,892,3409.66,12,United Kingdom,1
13994,940,2313.14,6,United Kingdom,0
13995,867,1383.49,6,United Kingdom,1
13999,2231,3865.26,15,United Kingdom,1
14000,707,633.71,2,United Kingdom,1
14001,959,2030.33,4,United Kingdom,1
14002,877,529.73,2,United Kingdom,0
14004,2668,4582.64,7,United Kingdom,0
14005,2478,2874.72,5,United Kingdom,0
14006,641,962.19,3,United Kingdom,0
14009,361,685.93,3,United Kingdom,1
14012,160,328.8,1,United Kingdom,0
14013,462,473.02,3,United Kingdom,0
14014,1076,505.18,1,United Kingdom,0
14015,378,917.34,1,United Kingdom,0
14016,2124,4328.46,5,EIRE,1
14019,1034,1398.96,4,United Kingdom,1
14020,441,642.8,2,United Kingdom,0
14021,192,631.9,3,United Kingdom,0
14022,487,440,1,United Kingdom,0
14023,345,584.07,2,United Kingdom,0
14024,150,327.7,2,United Kingdom,0
14027,62,104.82,1,United Kingdom,0
14029,198,467.66,2,United Kingdom,0
14030,1479,2360.09,8,United Kingdom,0
14031,5370,14634.64,23,United Kingdom,1
14032,2008,2929.84,18,United Kingdom,1
14034,315,512.02,4,United Kingdom,1
14035,739,1428.02,5,United Kingdom,0
14036,268,626.65,1,United Kingdom,0
14037,46,147.2,2,United Kingdom,0
14038,963,1554.48,4,United Kingdom,1
14039,92,152.2,1,United Kingdom,0
14040,1524,3542.19,15,United Kingdom,1
14041,94,141.41,1,United Kingdom,0
14044,308,652.82,4,United Kingdom,0
14045,535,1659.75,4,United Kingdom,0
14046,460,154.99,1,United Kingdom,0
14047,377,1290.01,7,United Kingdom,1
14048,274,375.13,2,United Kingdom,1
14049,3846,5639.15,6,United Kingdom,1
14050,689,746.36,2,United Kingdom,0
14051,3741,15477.34,26,United Kingdom,1
14052,89,225.36,1,United Kingdom,0
14053,215,260.25,2,United Kingdom,0
14054,62,92.46,1,United Kingdom,0
14055,216,725.64,1,United Kingdom,0
14056,4232,8124.4,29,United Kingdom,1
14057,4708,6147.4,18,United Kingdom,1
14059,128,183.6,1,United Kingdom,0
14060,5374,6135.38,20,United Kingdom,1
14062,5593,10464.85,12,United Kingdom,0
14064,1350,1188.32,7,United Kingdom,1
14066,45,152.55,1,United Kingdom,0
14067,361,374.7,2,United Kingdom,0
14068,73,265.85,1,United Kingdom,0
14071,900,1307.41,9,United Kingdom,1
14073,128,139.54,2,United Kingdom,1
14075,754,942.26,3,United Kingdom,0
14076,81,122.47,1,United Kingdom,0
14077,268,499.42,5,United Kingdom,0
14078,310,1049.37,6,United Kingdom,0
14079,301,375.1,1,United Kingdom,0
14080,48,45.6,1,United Kingdom,0
14081,593,904.67,4,United Kingdom,1
14082,110,182.25,1,United Kingdom,0
14083,732,1018.43,9,United Kingdom,0
14085,3183,4435.79,19,United Kingdom,1
14087,250,181.67,2,United Kingdom,1
14088,12593,50415.49,14,United Kingdom,1
14089,134,161,1,United Kingdom,0
14090,72,76.32,1,United Kingdom,0
14092,2061,4063.1,17,United Kingdom,1
14093,406,442.85,1,United Kingdom,0
14096,16335,57120.91,34,United Kingdom,1
14098,104,147.35,1,United Kingdom,0
14099,2177,3092.97,12,United Kingdom,1
14100,64,194.9,1,United Kingdom,0
14101,6942,5976.79,6,United Kingdom,0
14102,938,1314.73,8,United Kingdom,1
14104,72,216.21,2,United Kingdom,0
14105,798,1260.33,2,United Kingdom,1
14107,1788,2688.48,8,United Kingdom,1
14108,380,594.16,3,United Kingdom,1
14109,56,80.2,2,United Kingdom,1
14110,2455,5669.65,13,United Kingdom,1
14111,457,688.6,5,United Kingdom,1
14112,1608,2774.17,12,United Kingdom,1
14113,635,1377.92,8,United Kingdom,1
14114,101,386.53,2,United Kingdom,0
14116,707,1382.74,5,United Kingdom,0
14117,72,90,1,United Kingdom,0
14119,-2,-19.9,1,United Kingdom,1
14121,2078,2740.3,6,United Kingdom,1
14124,1618,419.58,1,United Kingdom,0
14125,1640,2740.43,3,United Kingdom,0
14126,458,643.63,4,United Kingdom,1
14127,321,709.71,3,United Kingdom,0
14128,564,637.5,2,United Kingdom,0
14129,592,1123.86,5,United Kingdom,0
14130,258,483.86,1,United Kingdom,0
14132,3366,3580.13,12,United Kingdom,1
14133,342,590.34,5,United Kingdom,1
14135,3850,4690.31,15,United Kingdom,0
14138,610,982.38,2,United Kingdom,0
14139,510,415.82,1,United Kingdom,0
14140,809,920.05,3,United Kingdom,1
14141,337,879.03,6,United Kingdom,1
14142,313,311.81,1,United Kingdom,0
14143,30,115.8,1,United Kingdom,0
14145,636,3148.2,5,United Kingdom,1
14146,1886,2949.57,6,United Kingdom,1
14147,96,468.4,3,United Kingdom,1
14148,16,157.2,1,United Kingdom,0
14149,129,259.43,3,United Kingdom,1
14150,496,658.64,2,United Kingdom,0
14152,699,611.09,3,United Kingdom,1
14154,465,1345.62,2,United Kingdom,0
14155,25,118.75,1,United Kingdom,0
14156,57025,113384.14,66,EIRE,1
14157,273,400.43,3,United Kingdom,1
14158,781,507.66,1,United Kingdom,0
14159,4395,4678.3,14,United Kingdom,1
14161,455,1110.52,3,United Kingdom,0
14162,142,289.36,2,United Kingdom,0
14163,893,2445.91,4,United Kingdom,0
14164,1033,1631.77,2,United Kingdom,0
14165,54,122.54,1,United Kingdom,0
14167,150,574.84,4,United Kingdom,0
14171,167,363.79,1,United Kingdom,0
14173,150,450.84,4,United Kingdom,0
14174,94,134.46,1,United Kingdom,0
14175,1461,3108.06,7,United Kingdom,1
14176,207,574,5,United Kingdom,1
14177,204,554.46,5,United Kingdom,1
14178,1505,1620.93,7,United Kingdom,0
14179,330,719.78,2,United Kingdom,0
14180,710,4640.77,31,United Kingdom,1
14184,127,452.89,1,United Kingdom,0
14185,6,197.65,1,United Kingdom,0
14188,1145,2018.91,10,United Kingdom,1
14189,3919,4604.31,24,United Kingdom,1
14191,3657,4660.01,14,United Kingdom,1
14193,445,853.39,2,United Kingdom,0
14194,5783,11216.75,32,United Kingdom,1
14195,702,962.7,3,United Kingdom,1
14196,142,335.52,1,United Kingdom,0
14198,280,663.5,7,United Kingdom,1
14199,28,185.4,1,United Kingdom,0
14201,578,688.04,9,United Kingdom,1
14204,82,161.03,1,United Kingdom,0
14205,99,218.78,4,United Kingdom,1
14206,274,308.26,2,United Kingdom,1
14208,114,151.74,1,United Kingdom,0
14209,688,2067.13,7,United Kingdom,1
14210,759,1900.89,7,United Kingdom,1
14211,1232,2208.3,13,United Kingdom,1
14212,1152,1070.48,1,United Kingdom,0
14213,-244,-1192.2,1,United Kingdom,1
14214,748,1000.23,7,United Kingdom,1
14215,1354,1777.92,7,United Kingdom,1
14216,594,1839.3,4,United Kingdom,0
14217,677,1925.36,24,United Kingdom,1
14218,160,169.48,1,United Kingdom,0
14219,78,89.94,1,United Kingdom,0
14220,272,632.4,2,United Kingdom,0
14221,2190,3427.85,10,United Kingdom,1
14222,607,683.17,1,United Kingdom,0
14223,583,975.23,4,United Kingdom,1
14224,514,1050.12,4,United Kingdom,0
14226,1301,2201.64,7,United Kingdom,1
14227,1811,3315.71,15,United Kingdom,1
14229,590,1450.6,5,United Kingdom,1
14231,402,822.06,5,United Kingdom,1
14232,1937,2043.93,8,United Kingdom,1
14233,671,1447.51,5,United Kingdom,1
14234,963,775.46,4,United Kingdom,0
14235,1947,3093.86,6,United Kingdom,1
14236,310,490.86,2,United Kingdom,0
14237,38,161,1,United Kingdom,0
14238,111,146.85,1,United Kingdom,0
14239,986,2323.5,13,United Kingdom,1
14240,418,890.34,2,United Kingdom,0
